date,machine_name,region_id,genotype,temp,SD,sex,baseline_days,SD_start,incubator,status,sdi
2017-11-27,ETHOSCOPE_058,1,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,10
2017-11-27,ETHOSCOPE_058,2,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,0
2017-11-27,ETHOSCOPE_058,3,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,10
2017-11-27,ETHOSCOPE_058,4,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,0
2017-11-27,ETHOSCOPE_058,5,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,10
2017-11-27,ETHOSCOPE_058,6,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,0
2017-11-27,ETHOSCOPE_058,7,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,10
2017-11-27,ETHOSCOPE_058,8,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,0
2017-11-27,ETHOSCOPE_058,9,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,10
2017-11-27,ETHOSCOPE_058,10,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,0
2017-11-27,ETHOSCOPE_058,11,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,0
2017-11-27,ETHOSCOPE_058,12,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,10
2017-11-27,ETHOSCOPE_058,13,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,0
2017-11-27,ETHOSCOPE_058,14,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,10
2017-11-27,ETHOSCOPE_058,15,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,0
2017-11-27,ETHOSCOPE_058,16,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,10
2017-11-27,ETHOSCOPE_058,17,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,0
2017-11-27,ETHOSCOPE_058,18,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,10
2017-11-27,ETHOSCOPE_058,19,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,0
2017-11-27,ETHOSCOPE_058,20,CS,25C,ZT00-ZT12,M,5,2017-12-02,3,OK,10
