date,machine_name,region_id,sex,sdi,baseline_days,status,uid,death_date,was_na
2017-02-09,ETHOSCOPE_052,1,F,10,3,OK,81,2017-03-06,FALSE
2017-02-09,ETHOSCOPE_052,2,F,0,3,OK,82,2017-03-08,FALSE
2017-02-09,ETHOSCOPE_052,3,F,10,3,OK,83,2017-02-16,FALSE
2017-02-09,ETHOSCOPE_052,4,F,0,3,OK,84,2017-03-15,FALSE
2017-02-09,ETHOSCOPE_052,5,F,10,3,OK,85,2017-03-04,FALSE
2017-02-09,ETHOSCOPE_052,6,F,0,3,OK,86,2017-03-15,FALSE
2017-02-09,ETHOSCOPE_052,7,F,10,3,OK,87,2017-03-07,FALSE
2017-02-09,ETHOSCOPE_052,8,F,0,3,OK,88,2017-03-07,FALSE
2017-02-09,ETHOSCOPE_052,9,F,10,3,OK,89,2017-03-11,FALSE
2017-02-09,ETHOSCOPE_052,10,F,0,3,OK,90,NA,TRUE
2017-02-09,ETHOSCOPE_052,11,F,0,3,OK,91,2017-03-11,FALSE
2017-02-09,ETHOSCOPE_052,12,F,10,3,OK,92,2017-03-09,FALSE
2017-02-09,ETHOSCOPE_052,13,F,0,3,OK,93,2017-03-08,FALSE
2017-02-09,ETHOSCOPE_052,14,F,10,3,OK,94,2017-03-10,FALSE
2017-02-09,ETHOSCOPE_052,15,F,0,3,OK,95,2017-03-04,FALSE
2017-02-09,ETHOSCOPE_052,16,F,10,3,OK,96,2017-03-04,FALSE
2017-02-09,ETHOSCOPE_052,17,F,0,3,OK,97,2017-03-15,FALSE
2017-02-09,ETHOSCOPE_052,18,F,10,3,OK,98,Inf,TRUE
2017-02-09,ETHOSCOPE_052,19,F,0,3,OK,99,2017-03-12,FALSE
2017-02-09,ETHOSCOPE_052,20,F,10,3,OK,100,2017-03-06,FALSE
2017-02-09,ETHOSCOPE_062,1,F,10,3,OK,101,2017-03-09,FALSE
2017-02-09,ETHOSCOPE_062,2,F,0,3,OK,102,2017-03-10,FALSE
2017-02-09,ETHOSCOPE_062,3,F,10,3,OK,103,2017-03-16,FALSE
2017-02-09,ETHOSCOPE_062,4,F,0,3,OK,104,2017-03-09,FALSE
2017-02-09,ETHOSCOPE_062,5,F,10,3,OK,105,2017-03-08,FALSE
2017-02-09,ETHOSCOPE_062,6,F,0,3,OK,106,2017-03-13,FALSE
2017-02-09,ETHOSCOPE_062,7,F,10,3,OK,107,2017-03-07,FALSE
2017-02-09,ETHOSCOPE_062,8,F,0,3,OK,108,2017-03-11,FALSE
2017-02-09,ETHOSCOPE_062,9,F,10,3,OK,109,2017-03-09,FALSE
2017-02-09,ETHOSCOPE_062,10,F,0,3,OK,110,2017-03-10,FALSE
2017-02-09,ETHOSCOPE_062,11,F,0,3,OK,111,2017-03-04,FALSE
2017-02-09,ETHOSCOPE_062,12,F,10,3,OK,112,2017-03-09,FALSE
2017-02-09,ETHOSCOPE_062,13,F,0,3,OK,113,2017-03-12,FALSE
2017-02-09,ETHOSCOPE_062,14,F,10,3,OK,114,2017-03-10,FALSE
2017-02-09,ETHOSCOPE_062,15,F,0,3,OK,115,2017-03-10,FALSE
2017-02-09,ETHOSCOPE_062,16,F,10,3,OK,116,2017-02-27,FALSE
2017-02-09,ETHOSCOPE_062,17,F,0,3,OK,117,2017-03-05,FALSE
2017-02-09,ETHOSCOPE_062,18,F,10,3,OK,118,2017-03-11,FALSE
2017-02-09,ETHOSCOPE_062,19,F,0,3,OK,119,2017-03-10,FALSE
2017-02-09,ETHOSCOPE_062,20,F,10,3,OK,120,2017-03-08,FALSE
2017-02-09,ETHOSCOPE_046,1,F,10,3,OK,121,2017-03-06,FALSE
2017-02-09,ETHOSCOPE_046,2,F,0,3,OK,122,2017-03-10,FALSE
2017-02-09,ETHOSCOPE_046,3,F,10,3,OK,123,2017-03-07,FALSE
2017-02-09,ETHOSCOPE_046,4,F,0,3,OK,124,2017-03-13,FALSE
2017-02-09,ETHOSCOPE_046,5,F,10,3,OK,125,2017-03-08,FALSE
2017-02-09,ETHOSCOPE_046,6,F,0,3,OK,126,2017-03-07,FALSE
2017-02-09,ETHOSCOPE_046,7,F,10,3,OK,127,2017-03-04,FALSE
2017-02-09,ETHOSCOPE_046,8,F,0,3,OK,128,2017-03-09,FALSE
2017-02-09,ETHOSCOPE_046,9,F,10,3,OK,129,2017-03-03,FALSE
2017-02-09,ETHOSCOPE_046,10,F,0,3,OK,130,2017-03-10,FALSE
2017-02-09,ETHOSCOPE_046,11,F,0,3,OK,131,2017-03-07,FALSE
2017-02-09,ETHOSCOPE_046,12,F,10,3,OK,132,2017-03-08,FALSE
2017-02-09,ETHOSCOPE_046,13,F,0,3,OK,133,2017-03-06,FALSE
2017-02-09,ETHOSCOPE_046,14,F,10,3,OK,134,2017-03-07,FALSE
2017-02-09,ETHOSCOPE_046,15,F,0,3,OK,135,2017-03-09,FALSE
2017-02-09,ETHOSCOPE_046,16,F,10,3,OK,136,2017-03-05,FALSE
2017-02-09,ETHOSCOPE_046,17,F,0,3,OK,137,2017-03-15,FALSE
2017-02-09,ETHOSCOPE_046,18,F,10,3,OK,138,2017-03-10,FALSE
2017-02-09,ETHOSCOPE_046,19,F,0,3,OK,139,2017-03-12,FALSE
2017-02-09,ETHOSCOPE_046,20,F,10,3,OK,140,2017-03-11,FALSE
2017-02-09,ETHOSCOPE_053,1,F,10,3,OK,141,2017-03-07,FALSE
2017-02-09,ETHOSCOPE_053,2,F,0,3,OK,142,2017-03-07,FALSE
2017-02-09,ETHOSCOPE_053,3,F,10,3,OK,143,2017-03-06,FALSE
2017-02-09,ETHOSCOPE_053,4,F,0,3,OK,144,2017-03-15,FALSE
2017-02-09,ETHOSCOPE_053,5,F,10,3,OK,145,2017-03-16,FALSE
2017-02-09,ETHOSCOPE_053,6,F,0,3,OK,146,2017-03-09,FALSE
2017-02-09,ETHOSCOPE_053,7,F,10,3,OK,147,2017-03-07,FALSE
2017-02-09,ETHOSCOPE_053,8,F,0,3,OK,148,2017-03-04,FALSE
2017-02-09,ETHOSCOPE_053,9,F,10,3,OK,149,2017-03-10,FALSE
2017-02-09,ETHOSCOPE_053,10,F,0,3,OK,150,2017-03-08,FALSE
2017-02-09,ETHOSCOPE_053,11,F,0,3,OK,151,2017-03-15,FALSE
2017-02-09,ETHOSCOPE_053,12,F,10,3,OK,152,2017-03-15,FALSE
2017-02-09,ETHOSCOPE_053,13,F,0,3,OK,153,2017-03-09,FALSE
2017-02-09,ETHOSCOPE_053,14,F,10,3,OK,154,2017-03-11,FALSE
2017-02-09,ETHOSCOPE_053,15,F,0,3,OK,155,2017-03-10,FALSE
2017-02-09,ETHOSCOPE_053,16,F,10,3,OK,156,2017-03-06,FALSE
2017-02-09,ETHOSCOPE_053,17,F,0,3,OK,157,2017-03-09,FALSE
2017-02-09,ETHOSCOPE_053,18,F,10,3,OK,158,2017-03-15,FALSE
2017-02-09,ETHOSCOPE_053,19,F,0,3,OK,159,2017-03-08,FALSE
2017-02-09,ETHOSCOPE_053,20,F,10,3,OK,160,2017-03-03,FALSE
2017-02-21,ETHOSCOPE_047,1,M,10,-9,OK,1,2017-03-16,FALSE
2017-02-21,ETHOSCOPE_047,2,M,0,-9,OK,2,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_047,3,M,10,-9,OK,3,2017-03-12,FALSE
2017-02-21,ETHOSCOPE_047,4,M,0,-9,OK,4,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_047,5,M,10,-9,OK,5,2017-02-12,TRUE
2017-02-21,ETHOSCOPE_047,6,M,0,-9,OK,6,2017-03-15,FALSE
2017-02-21,ETHOSCOPE_047,7,M,10,-9,OK,7,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_047,8,M,0,-9,OK,8,2017-03-06,FALSE
2017-02-21,ETHOSCOPE_047,9,M,10,-9,OK,9,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_047,10,M,0,-9,OK,10,2017-02-28,FALSE
2017-02-21,ETHOSCOPE_047,11,M,0,-9,OK,11,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_047,12,M,10,-9,OK,12,2017-03-11,FALSE
2017-02-21,ETHOSCOPE_047,13,M,0,-9,OK,13,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_047,14,M,10,-9,OK,14,2017-02-15,TRUE
2017-02-21,ETHOSCOPE_047,15,M,0,-9,OK,15,2017-03-16,FALSE
2017-02-21,ETHOSCOPE_047,16,M,10,-9,OK,16,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_047,17,M,0,-9,OK,17,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_047,18,M,10,-9,OK,18,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_047,19,M,0,-9,OK,19,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_047,20,M,10,-9,OK,20,2017-03-13,FALSE
2017-02-21,ETHOSCOPE_027,1,M,10,-9,OK,21,2017-03-15,FALSE
2017-02-21,ETHOSCOPE_027,2,M,0,-9,OK,22,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_027,3,M,10,-9,OK,23,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_027,4,M,0,-9,OK,24,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_027,5,M,10,-9,OK,25,2017-03-03,FALSE
2017-02-21,ETHOSCOPE_027,6,M,0,-9,OK,26,2017-03-12,FALSE
2017-02-21,ETHOSCOPE_027,7,M,10,-9,OK,27,2017-03-13,FALSE
2017-02-21,ETHOSCOPE_027,8,M,0,-9,OK,28,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_027,9,M,10,-9,OK,29,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_027,10,M,0,-9,OK,30,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_027,11,M,0,-9,OK,31,2017-03-06,FALSE
2017-02-21,ETHOSCOPE_027,12,M,10,-9,OK,32,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_027,13,M,0,-9,OK,33,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_027,14,M,10,-9,OK,34,2017-03-06,FALSE
2017-02-21,ETHOSCOPE_027,15,M,0,-9,OK,35,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_027,16,M,10,-9,OK,36,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_027,17,M,0,-9,OK,37,2017-02-13,FALSE
2017-02-21,ETHOSCOPE_027,18,M,10,-9,OK,38,2017-03-13,FALSE
2017-02-21,ETHOSCOPE_027,19,M,0,-9,OK,39,2017-03-06,FALSE
2017-02-21,ETHOSCOPE_027,20,M,10,-9,OK,40,2017-03-16,FALSE
2017-02-21,ETHOSCOPE_018,1,M,10,-9,OK,41,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_018,2,M,0,-9,OK,42,2017-03-04,FALSE
2017-02-21,ETHOSCOPE_018,3,M,10,-9,OK,43,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_018,4,M,0,-9,OK,44,2017-03-12,FALSE
2017-02-21,ETHOSCOPE_018,5,M,10,-9,OK,45,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_018,6,M,0,-9,OK,46,2017-03-13,FALSE
2017-02-21,ETHOSCOPE_018,7,M,10,-9,OK,47,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_018,8,M,0,-9,OK,48,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_018,9,M,10,-9,OK,49,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_018,10,M,0,-9,OK,50,2017-03-03,FALSE
2017-02-21,ETHOSCOPE_018,11,M,0,-9,OK,51,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_018,12,M,10,-9,no_animal,52,NA,TRUE
2017-02-21,ETHOSCOPE_018,13,M,0,-9,OK,53,2017-03-11,FALSE
2017-02-21,ETHOSCOPE_018,14,M,10,-9,OK,54,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_018,15,M,0,-9,OK,55,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_018,16,M,10,-9,OK,56,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_018,17,M,0,-9,OK,57,2017-03-17,FALSE
2017-02-21,ETHOSCOPE_018,18,M,10,-9,OK,58,2017-03-15,FALSE
2017-02-21,ETHOSCOPE_018,19,M,0,-9,OK,59,2017-02-22,TRUE
2017-02-21,ETHOSCOPE_018,20,M,10,-9,OK,60,Inf,TRUE
2017-02-21,ETHOSCOPE_040,1,M,10,-9,OK,61,Inf,TRUE
2017-02-21,ETHOSCOPE_040,2,M,0,-9,OK,62,Inf,TRUE
2017-02-21,ETHOSCOPE_040,3,M,10,-9,OK,63,Inf,TRUE
2017-02-21,ETHOSCOPE_040,4,M,0,-9,OK,64,Inf,TRUE
2017-02-21,ETHOSCOPE_040,5,M,10,-9,OK,65,Inf,TRUE
2017-02-21,ETHOSCOPE_040,6,M,0,-9,OK,66,Inf,TRUE
2017-02-21,ETHOSCOPE_040,7,M,10,-9,OK,67,Inf,TRUE
2017-02-21,ETHOSCOPE_040,8,M,0,-9,OK,68,Inf,TRUE
2017-02-21,ETHOSCOPE_040,9,M,10,-9,OK,69,Inf,TRUE
2017-02-21,ETHOSCOPE_040,10,M,0,-9,OK,70,2017-02-17,TRUE
2017-02-21,ETHOSCOPE_040,11,M,0,-9,OK,71,Inf,TRUE
2017-02-21,ETHOSCOPE_040,12,M,10,-9,OK,72,Inf,TRUE
2017-02-21,ETHOSCOPE_040,13,M,0,-9,OK,73,Inf,TRUE
2017-02-21,ETHOSCOPE_040,14,M,10,-9,OK,74,Inf,TRUE
2017-02-21,ETHOSCOPE_040,15,M,0,-9,OK,75,Inf,TRUE
2017-02-21,ETHOSCOPE_040,16,M,10,-9,OK,76,Inf,TRUE
2017-02-21,ETHOSCOPE_040,17,M,0,-9,OK,77,Inf,TRUE
2017-02-21,ETHOSCOPE_040,18,M,10,-9,OK,78,Inf,TRUE
2017-02-21,ETHOSCOPE_040,19,M,0,-9,OK,79,Inf,TRUE
2017-02-21,ETHOSCOPE_040,20,M,10,-9,OK,80,Inf,TRUE
2017-02-21,ETHOSCOPE_052,1,F,10,-9,OK,81,2017-03-06,FALSE
2017-02-21,ETHOSCOPE_052,2,F,0,-9,OK,82,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_052,3,F,10,-9,OK,83,2017-02-16,FALSE
2017-02-21,ETHOSCOPE_052,4,F,0,-9,OK,84,2017-03-15,FALSE
2017-02-21,ETHOSCOPE_052,5,F,10,-9,OK,85,2017-03-04,FALSE
2017-02-21,ETHOSCOPE_052,6,F,0,-9,OK,86,2017-03-15,FALSE
2017-02-21,ETHOSCOPE_052,7,F,10,-9,OK,87,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_052,8,F,0,-9,OK,88,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_052,9,F,10,-9,OK,89,2017-03-11,FALSE
2017-02-21,ETHOSCOPE_052,10,F,0,-9,OK,90,NA,TRUE
2017-02-21,ETHOSCOPE_052,11,F,0,-9,OK,91,2017-03-11,FALSE
2017-02-21,ETHOSCOPE_052,12,F,10,-9,OK,92,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_052,13,F,0,-9,OK,93,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_052,14,F,10,-9,OK,94,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_052,15,F,0,-9,OK,95,2017-03-04,FALSE
2017-02-21,ETHOSCOPE_052,16,F,10,-9,OK,96,2017-03-04,FALSE
2017-02-21,ETHOSCOPE_052,17,F,0,-9,OK,97,2017-03-15,FALSE
2017-02-21,ETHOSCOPE_052,18,F,10,-9,OK,98,Inf,TRUE
2017-02-21,ETHOSCOPE_052,19,F,0,-9,OK,99,2017-03-12,FALSE
2017-02-21,ETHOSCOPE_052,20,F,10,-9,OK,100,2017-03-06,FALSE
2017-02-21,ETHOSCOPE_062,1,F,10,-9,OK,101,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_062,2,F,0,-9,OK,102,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_062,3,F,10,-9,OK,103,2017-03-16,FALSE
2017-02-21,ETHOSCOPE_062,4,F,0,-9,OK,104,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_062,5,F,10,-9,OK,105,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_062,6,F,0,-9,OK,106,2017-03-13,FALSE
2017-02-21,ETHOSCOPE_062,7,F,10,-9,OK,107,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_062,8,F,0,-9,OK,108,2017-03-11,FALSE
2017-02-21,ETHOSCOPE_062,9,F,10,-9,OK,109,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_062,10,F,0,-9,OK,110,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_062,11,F,0,-9,OK,111,2017-03-04,FALSE
2017-02-21,ETHOSCOPE_062,12,F,10,-9,OK,112,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_062,13,F,0,-9,OK,113,2017-03-12,FALSE
2017-02-21,ETHOSCOPE_062,14,F,10,-9,OK,114,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_062,15,F,0,-9,OK,115,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_062,16,F,10,-9,OK,116,2017-02-27,FALSE
2017-02-21,ETHOSCOPE_062,17,F,0,-9,OK,117,2017-03-05,FALSE
2017-02-21,ETHOSCOPE_062,18,F,10,-9,OK,118,2017-03-11,FALSE
2017-02-21,ETHOSCOPE_062,19,F,0,-9,OK,119,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_062,20,F,10,-9,OK,120,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_046,1,F,10,-9,OK,121,2017-03-06,FALSE
2017-02-21,ETHOSCOPE_046,2,F,0,-9,OK,122,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_046,3,F,10,-9,OK,123,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_046,4,F,0,-9,OK,124,2017-03-13,FALSE
2017-02-21,ETHOSCOPE_046,5,F,10,-9,OK,125,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_046,6,F,0,-9,OK,126,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_046,7,F,10,-9,OK,127,2017-03-04,FALSE
2017-02-21,ETHOSCOPE_046,8,F,0,-9,OK,128,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_046,9,F,10,-9,OK,129,2017-03-03,FALSE
2017-02-21,ETHOSCOPE_046,10,F,0,-9,OK,130,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_046,11,F,0,-9,OK,131,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_046,12,F,10,-9,OK,132,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_046,13,F,0,-9,OK,133,2017-03-06,FALSE
2017-02-21,ETHOSCOPE_046,14,F,10,-9,OK,134,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_046,15,F,0,-9,OK,135,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_046,16,F,10,-9,OK,136,2017-03-05,FALSE
2017-02-21,ETHOSCOPE_046,17,F,0,-9,OK,137,2017-03-15,FALSE
2017-02-21,ETHOSCOPE_046,18,F,10,-9,OK,138,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_046,19,F,0,-9,OK,139,2017-03-12,FALSE
2017-02-21,ETHOSCOPE_046,20,F,10,-9,OK,140,2017-03-11,FALSE
2017-02-21,ETHOSCOPE_053,1,F,10,-9,OK,141,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_053,2,F,0,-9,OK,142,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_053,3,F,10,-9,OK,143,2017-03-06,FALSE
2017-02-21,ETHOSCOPE_053,4,F,0,-9,OK,144,2017-03-15,FALSE
2017-02-21,ETHOSCOPE_053,5,F,10,-9,OK,145,2017-03-16,FALSE
2017-02-21,ETHOSCOPE_053,6,F,0,-9,OK,146,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_053,7,F,10,-9,OK,147,2017-03-07,FALSE
2017-02-21,ETHOSCOPE_053,8,F,0,-9,OK,148,2017-03-04,FALSE
2017-02-21,ETHOSCOPE_053,9,F,10,-9,OK,149,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_053,10,F,0,-9,OK,150,2017-03-08,FALSE
2017-02-21,ETHOSCOPE_053,11,F,0,-9,OK,151,2017-03-15,FALSE
2017-02-21,ETHOSCOPE_053,12,F,10,-9,OK,152,2017-03-15,FALSE
2017-02-21,ETHOSCOPE_053,13,F,0,-9,OK,153,2017-03-09,FALSE
2017-02-21,ETHOSCOPE_053,14,F,10,-9,OK,154,2017-03-11,FALSE
2017-02-21,ETHOSCOPE_053,15,F,0,-9,OK,155,2017-03-10,FALSE
2017-02-21,ETHOSCOPE_053,16,F,10,-9,OK,156,2017-03-06,FALSE
